"product_full","prix","marque","available","Source","Categorie_Produit","id_elec","Quantity_Acheté","prix_acheté","categorie"
"Pc Portable DELL Inspiron 3535 / Ryzen 5 7520U / 8 Go / 512 GO / Windows 11 Pro","1229.000","Dell","En stock","tunisianet","electronique","1117","5","1229.374","pc"
"Pc Portable DELL Inspiron 3535 / Ryzen 5 7520U / 8 Go / 512 GO / Windows 11 Pro Avec Sacoche Offerte","1239.000","Dell","En stock","tunisianet","electronique","1118","4","1239.400","pc"
"Pc Portable Lenovo V15 G4 AMN / Ryzen 5 7520U / 8 Go / 512 Go SSD / Noir","1239.000","Lenovo","en rupture","tunisianet","electronique","1119","4","1239.000","pc"
"Pc Portable DELL Vostro 3520 / I3-1215U / 32 Go / 512 Go SSD / Windows 11 Pro / Noir","1249.000","Dell","En stock","tunisianet","electronique","1120","1","1249.387","pc"
"Pc Portable Dell Vostro 3530 / I3-1305U / 16 Go / 512 Go SSD / Noir Avec Sacoche Offerte","1249.000","Dell","En stock","tunisianet","electronique","1121","3","1249.000","pc"
"Pc Portable Asus ExpertBook B2 B2502CBA / I3-1215U / 32 Go / 512Go SSD / Bleu","1255.000","Asus","En stock","tunisianet","electronique","1122","1","1255.528","pc"
"Pc Portable ASUS Vivobook 15 X1504VA / U3-100U / 8 Go / 512 Go SSD / Windows 11 / Bleu","1255.000","Asus","En stock","tunisianet","electronique","1123","2","1255.483","pc"
"Pc Portable Asus ExpertBook B2 B2502CBA / I3-1215U / 24Go / 512Go SSD / Windows 11 Pro / Bleu","1259.000","Asus","En stock","tunisianet","electronique","1124","2","1259.326","pc"
"Pc Portable DELL Vostro 3520 / I3-1215U / 32 Go / 512 Go SSD / Windows 11 Pro / Noir Avec SACOCHE Offert","1259.000","Dell","En stock","tunisianet","electronique","1125","1","1259.000","pc"
"Pc Portable HP 15-Fd0051nk / I3-N305 / 16 Go / 512 Go SSD / Gold / Windows 11 Pro","1265.000","HP","En stock","tunisianet","electronique","1126","4","1265.381","pc"
"Pc Portable DELL Vostro 3530 / I3-1305U / 24 Go / Noir","1265.000","Dell","En stock","tunisianet","electronique","1127","4","1265.000","pc"
"Pc Portable HP 15-Fd0052nk / I3-N305 / 16 Go / 512 Go SSD / Bleu / Windows 11 Pro","1265.000","HP","En stock","tunisianet","electronique","1128","5","1265.000","pc"
"Pc Portable HP 15-Fd0053nk / I3-N305 / 16 Go / 512 Go SSD / WINDOWS 11 / Silver","1269.000","HP","En stock","tunisianet","electronique","1129","1","1269.649","pc"
"Pc Portable Dell Vostro 3530 / I3-1305U / 16 Go / 512 Go SSD / Noir","1269.000","Dell","En stock","tunisianet","electronique","1130","2","1269.521","pc"
"Pc Portable HP 15-Fd0051nk / I3-N305 / 16 Go / 512 Go SSD / Gold / Windows 11 Pro Avec Sacoche Offerte","1275.000","HP","En stock","tunisianet","electronique","1131","4","1275.761","pc"
"Pc Portable Asus VivoBook 15 X1504 / I3-1315U / 8 Go / 256 Go SSD / Windows 11 / Silver Avec Imprimante À Réservoir Intégré Couleur Epson EcoTank L121","1289.000","Asus","En stock","tunisianet","electronique","1132","2","1289.865","pc"
"Pc Portable Dell Vostro 3530 / I3-1305U / 24 Go / 512 Go SSD / Noir Avec Sacoche Offerte","1289.000","Dell","En stock","tunisianet","electronique","1133","4","1289.000","pc"
"Pc Portable HP15-FD0026NK / I3-N305 / 8 Go / Windows 11 / Bleu + SAC À DOS HP OFFERT","1295.000","HP","En stock","tunisianet","electronique","1134","2","1295.000","pc"
"Pc Portable Dell Vostro 3530 / I3-1305U / 16 Go / 512 Go SSD / Windows 11 Pro / Noir","1299.000","Dell","En stock","tunisianet","electronique","1135","5","1299.000","pc"
"Pc Portable HP 15-Fd0051nk / I3-N305 / 32 Go / 512 Go SSD / Gold","1305.000","HP","En stock","tunisianet","electronique","1136","3","1305.611","pc"
"Pc Portable DELL Vostro 3530 / I3-1305U / 32 Go / Noir","1305.000","Dell","En stock","tunisianet","electronique","1137","1","1305.202","pc"
"Pc Portable Dell Vostro 3530 / I3-1305U / 24 Go / 512 Go SSD / Noir","1309.000","Dell","En stock","tunisianet","electronique","1138","1","1309.640","pc"
"Pc Portable Dell Vostro 3530 / I3-1305U / 16 Go / 512 Go SSD / Windows 11 Pro / Noir Avec Sacoche Offerte","1309.000","Dell","En stock","tunisianet","electronique","1139","5","1309.650","pc"
"PC Portable Lenovo IdeaPad Slim 3 15AMN8 / Ryzen 5 7520U / 8 Go / 512 Go SSD / Gris / Windows 11 Avec Sacoche Lenovo Offerte","1309.000","Lenovo","en rupture","tunisianet","electronique","1140","4","1309.887","pc"
"Pc Portable ASUS Vivobook 15 X1504VA / U3-100U / 16 Go / 512 Go SSD / Windows 11 / Bleu","1315.000","Asus","En stock","tunisianet","electronique","1141","3","1315.000","pc"
"Pc Portable Asus ExpertBook B2 B2502CBA / I3-1215U / 32Go / 512Go SSD / Windows 11 Pro / Bleu","1315.000","Asus","En stock","tunisianet","electronique","1142","2","1315.000","pc"
"Pc Portable Lenovo V15 G4 IRU / I3-1315U / 8 Go / 512 Go SSD / Noir","1319.000","Lenovo","En stock","tunisianet","electronique","1143","4","1319.000","pc"
"Pc Portable HP15-FD0026NK / I3-N305 / 32 Go / Windows 11 / Bleu","1339.000","HP","En stock","tunisianet","electronique","1144","2","1339.000","pc"
"Pc Portable HP 15-Fd0053nk / I3-N305 / 32 Go / 512 Go SSD / Silver","1339.000","HP","En stock","tunisianet","electronique","1145","5","1339.000","pc"
"Pc Portable Dell Vostro 3530 / I3-1305U / 24 Go / 512 Go SSD / Windows 11 Pro / Noir","1339.000","Dell","En stock","tunisianet","electronique","1146","5","1339.000","pc"
"Pc Portable Dell Vostro 3530 / I3-1305U / 24 Go / 512 Go SSD / Windows 11 Pro / Noir Avec Sacoche Offerte","1349.000","Dell","En stock","tunisianet","electronique","1147","3","1349.616","pc"
"Pc Portable HP 15-Fd0052nk / I3-N305 / 32 Go / 512 Go SSD / Bleu","1349.000","HP","En stock","tunisianet","electronique","1148","3","1349.000","pc"
"Pc Portable Dell Vostro 3530 / I3-1305U / 32 Go / 512 Go SSD / Noir Avec Sacoche Offerte","1349.000","Dell","En stock","tunisianet","electronique","1149","3","1349.000","pc"
"Pc Portable ASUS Vivobook 15 X1504VA / U3-100U / 24 Go / 512 Go SSD / Windows 11 / Bleu","1355.000","Asus","En stock","tunisianet","electronique","1150","5","1355.000","pc"
"Pc Portable HP 15-Fd0055nk / I3-N305 / 32 Go / 512 Go SSD / Noir","1359.000","HP","En stock","tunisianet","electronique","1151","4","1359.000","pc"
"Pc Portable HP 15-Fd0051nk / I3-N305 / 32 Go / 512 Go SSD / Gold / Windows 11 Pro","1365.000","HP","En stock","tunisianet","electronique","1152","1","1365.000","pc"
"Pc Portable Dell Vostro 3530 / I3-1305U / 32 Go / 512 Go SSD / Noir","1369.000","Dell","En stock","tunisianet","electronique","1153","1","1369.000","pc"
"Pc Portable HP 15-Fd0053nk / I3-N305 / 32 Go / 512 Go SSD / WINDOWS 11 / Silver","1399.000","HP","En stock","tunisianet","electronique","1154","5","1399.000","pc"
"Pc Portable Dell Vostro 3530 / I3-1305U / 32 Go / 512 Go SSD / Windows 11 Pro / Noir","1399.000","Dell","En stock","tunisianet","electronique","1155","4","1399.000","pc"
"Pc Portable Dell Vostro 3530 / I3-1305U / 32 Go / Windows 11 Pro / 512 Go SSD / Noir Avec Sacoche Offerte","1409.000","Dell","En stock","tunisianet","electronique","1156","1","1409.000","pc"
"Pc Portable HP 15-Fd0052nk / I3-N305 / 32 Go / 512 Go SSD / Bleu / Windows 11 Pro","1409.000","HP","En stock","tunisianet","electronique","1157","4","1409.000","pc"
"Pc Portable Lenovo IdeaPad 1 15IAU7 / I5-1235U / 8 Go / Gris / Avec Sac Lenovo Offert","1419.000","Lenovo","En stock","tunisianet","electronique","1158","4","1419.000","pc"
"Pc Portable Lenovo IdeaPad 1 15IAU7 / I5-1235U / 8 Go / Bleu / Avec Sac Lenovo Offert","1419.000","Lenovo","En stock","tunisianet","electronique","1159","1","1419.000","pc"
"Pc Portable DELL VOSTRO 3520 / I5-1235U / 8 Go / 512 Go SSD / Noir","1425.000","Dell","En stock","tunisianet","electronique","1160","1","1425.000","pc"
"Pc Portable DELL VOSTRO 3520 / I5-1235U / 12 Go / 512 Go SSD / Noir","1425.000","Dell","En stock","tunisianet","electronique","1161","2","1425.503","pc"
"Pc Portable Lenovo IdeaPad 1 15IAU7 / I5-1235U / 16 Go / Gris / Avec Sac Lenovo Offert","1449.000","Lenovo","En stock","tunisianet","electronique","1162","4","1449.000","pc"
"Pc Portable Lenovo IdeaPad 1 15IAU7 / I5-1235U / 16 Go / Bleu / Avec Sac Lenovo Offert","1449.000","Lenovo","En stock","tunisianet","electronique","1163","2","1449.302","pc"
"Pc Portable DELL VOSTRO 3520 / I5-1235U / 16 Go / 512 Go SSD / Noir","1475.000","Dell","En stock","tunisianet","electronique","1164","4","1475.000","pc"
"Pc Portable Lenovo IdeaPad 1 15IAU7 / I5-1235U / 24 Go / Gris / Avec Sac Lenovo Offert","1489.000","Lenovo","En stock","tunisianet","electronique","1165","3","1489.602","pc"
"Pc Portable Lenovo IdeaPad 1 15IAU7 / I5-1235U / 24 Go / Bleu / Avec Sac Lenovo Offert","1489.000","Lenovo","En stock","tunisianet","electronique","1166","3","1489.442","pc"
"Pc Portable Dynabook SATTELITE PRO L50-J-10S / I3 11é Gén / 8 Go","1495.000","dynabook","en rupture","tunisianet","electronique","1167","4","1495.475","pc"
"Pc Portable Lenovo IdeaPad 1 15ALC7 / Ryzen 7 5700U / 8 Go / 512 Go SSD / Bleu Avec Sacoche Lenovo T210 Offerte","1495.000","Lenovo","En stock","tunisianet","electronique","1168","1","1495.154","pc"
"Pc Portable Lenovo IdeaPad 1 15IAU7 / I5-1235U / 12 Go / Gris / Avec Sac Lenovo Offert / WINDOWS 11PRO","1499.000","Lenovo","En stock","tunisianet","electronique","1169","5","1499.141","pc"
"Pc Portable DELL VOSTRO 3520 / I5-1235U / 24 Go / 512 Go SSD / Noir","1515.000","Dell","En stock","tunisianet","electronique","1170","3","1515.000","pc"
"Pc Portable HP Laptop 15-Fc0003nk / Ryzen 5 7520U / 8 Go / 512 Go SSD / Windows 11 / Argent","1519.000","HP","en rupture","tunisianet","electronique","1171","1","1519.174","pc"
"Pc Portable HP 15-Fd0267nk / I5-1334U / 8 Go / 256 Go SSD / Gris","1519.000","HP","En stock","tunisianet","electronique","1172","5","1519.600","pc"
"Pc Portable Lenovo IdeaPad 1 15IAU7 / I5-1235U / 12 Go / Gris / Avec Sac Lenovo Offert","1519.000","Lenovo","En stock","tunisianet","electronique","1173","1","1519.000","pc"
"Pc Portable HP 15-Fd0267nk / I5-1334U / 12 Go / 256 Go SSD / Gris","1529.000","HP","En stock","tunisianet","electronique","1174","1","1529.323","pc"
"Pc Portable Lenovo IdeaPad Slim 3 15IRH8 / I5-13420H / 8 Go / 512 Go SSD / Gris Avec SACOCHE LENOVO Offerte","1545.000","Lenovo","En stock","tunisianet","electronique","1175","2","1545.453","pc"
"Pc Portable Lenovo IdeaPad 1 15ALC7 / Ryzen 7 5700U / 16 Go / 512 Go SSD / Bleu Avec Sacoche Lenovo T210 Offerte","1545.000","Lenovo","En stock","tunisianet","electronique","1176","4","1545.806","pc"
"Pc Portable Lenovo IdeaPad Slim 3 15IAH8 / I5-12450H / 16 Go / 512 Go SSD / Gris Avec SACOCHE LENOVO Offerte","1549.000","Lenovo","En stock","tunisianet","electronique","1177","5","1549.735","pc"
"Pc Portable Lenovo IdeaPad 1 15ALC7 / Ryzen 7 5700U / 8 Go / 512 Go SSD / Windows 11 Pro / Bleu Avec Sacoche Lenovo T210 Offerte","1555.000","Lenovo","En stock","tunisianet","electronique","1178","3","1555.000","pc"
"Pc Portable HP 15-Fd0267nk / I5-1334U / 16 Go / 256 Go SSD / Gris","1569.000","HP","En stock","tunisianet","electronique","1179","5","1569.567","pc"
"Pc Portable HP 15-Fd0267nk / I5-1334U / 8 Go / 256 Go SSD / Windows 11 Pro / Gris","1579.000","HP","En stock","tunisianet","electronique","1180","1","1579.695","pc"
"Pc Portable Lenovo IdeaPad 1 15ALC7 / Ryzen 7 5700U / 24 Go / 512 Go SSD / Bleu Avec Sacoche Lenovo T210 Offerte","1585.000","Lenovo","En stock","tunisianet","electronique","1181","3","1585.798","pc"
"Pc Portable Lenovo IdeaPad Slim 3 15IRH8 / I5-13420H / 16 Go / 512 Go SSD / Gris + Sacoche Lenovo Originale Offerte Souris Sans Fil Lenovo 300 Compact","1589.000","Lenovo","En stock","tunisianet","electronique","1182","2","1589.000","pc"
"Pc Portable Dell Vostro 3530 / I5-1334U / 8 Go / 512 Go SSD / Noir","1599.000","Dell","En stock","tunisianet","electronique","1183","4","1599.000","pc"
"Pc Portable Lenovo ThinkBook 16 G6 En IRL / I3-1315U / 24 Go DDR5 / 512 Go SSD / Gris","1599.000","Lenovo","En stock","tunisianet","electronique","1184","2","1599.833","pc"
"Pc Portable Lenovo IdeaPad 1 15ALC7 / Ryzen 7 5700U / 16 Go / 512 Go SSD / Windows 11 Pro / Bleu Avec Sacoche Lenovo T210 Offerte","1605.000","Lenovo","En stock","tunisianet","electronique","1185","1","1605.000","pc"
"Pc Portable Lenovo IdeaPad Slim 3 15IAH8 / I5-12450H / 16 Go / 512 Go SSD / Gris Windows 11 Pro Avec SACOCHE LENOVO Offerte","1609.000","Lenovo","En stock","tunisianet","electronique","1186","3","1609.457","pc"
"Pc Portable HP 15-Fd0267nk / I5-1334U / 24 Go / 256 Go SSD / Gris","1609.000","HP","En stock","tunisianet","electronique","1187","4","1609.000","pc"
"Pc Portable HP 15-Fd0267nk / I5-1334U / 20 Go / 256 Go SSD / Gris","1629.000","HP","En stock","tunisianet","electronique","1188","1","1629.000","pc"
"Pc Portable Lenovo IdeaPad 1 15ALC7 / Ryzen 7 5700U / 24 Go / 512 Go SSD / Windows 11 Pro / Bleu Avec Sacoche Lenovo T210 Offerte","1645.000","Lenovo","En stock","tunisianet","electronique","1189","4","1645.000","pc"
"Pc Portable HP 15-Fd0095nk / I5-1334U / 12 Go / 512 Go SSD / Silver","1649.000","HP","En stock","tunisianet","electronique","1190","3","1649.000","pc"
"Pc Portable HP 15-Fd0097nk / I5-1334U / 8 Go / 512 Go SSD / Noir","1649.000","HP","En stock","tunisianet","electronique","1191","5","1649.430","pc"
"Pc Portable HP 15-Fd0094nk / I5-1334U / 12 Go / 512 Go SSD / Bleu","1649.000","HP","En stock","tunisianet","electronique","1192","2","1649.847","pc"
"Pc Portable Lenovo IdeaPad Slim 3 15IRH8 / I5-13420H / 16 Go / 512 Go SSD / Gris Avec Sacoche Lenovo Originale Offerte + Souris Sans Fil Lenovo 300 Compact / Windows 11 Pro","1649.000","Lenovo","En stock","tunisianet","electronique","1193","1","1649.000","pc"
"Pc Portable HP 15-Fd0093nk / I5-1334U / 8 Go / 512 Go SSD / Gold","1649.000","HP","En stock","tunisianet","electronique","1194","5","1649.487","pc"
"Pc Portable Asus VivoBook 15 X1502VA / I5 13è Gén / 8 Go / Win11 / Bleu","1649.000","Asus","En stock","tunisianet","electronique","1195","3","1649.166","pc"
"Pc Portable HP 15-Fd0094nk / I5-1334U / 8 Go / 512 Go SSD / Bleu","1649.000","HP","En stock","tunisianet","electronique","1196","3","1649.262","pc"
"Pc Portable HP 15-Fd0095nk / I5-1334U / 8 Go / 512 Go SSD / Silver","1649.000","HP","En stock","tunisianet","electronique","1197","3","1649.000","pc"
"Pc Portable Asus VivoBook 15 X1502VA / I5-13500H / 8 Go / Windows 11 / Silver","1649.000","Asus","En stock","tunisianet","electronique","1198","4","1649.828","pc"
"Pc Portable HP 15-Fd0093nk / I5-1334U / 12 Go / 512 Go SSD / Gold","1649.000","HP","En stock","tunisianet","electronique","1199","3","1649.421","pc"
"Pc Portable Dell Vostro 3530 / I5-1334U / 8 Go / 512 Go SSD / Windows 11 Pro / Noir","1659.000","Dell","En stock","tunisianet","electronique","1200","1","1659.450","pc"
"Pc Portable Asus VivoBook 15 X1502VA / I5 13è Gén / 12 Go / Win11 / Bleu","1669.000","Asus","En stock","tunisianet","electronique","1201","4","1669.666","pc"
"Pc Portable Dell Vostro 3530 / I5-1334U / 16 Go / 512 Go SSD / Noir","1669.000","Dell","En stock","tunisianet","electronique","1202","3","1669.000","pc"
"Pc Portable Asus VivoBook 15 X1502VA / I5-13500H / 12 Go / Windows 11 / Silver","1669.000","Asus","En stock","tunisianet","electronique","1203","4","1669.000","pc"
"Pc Portable HP 15-Fd0095nk / I5-1334U / 12 Go / 512 Go SSD / Windows 11 Pro / Silver","1689.000","HP","En stock","tunisianet","electronique","1204","3","1689.000","pc"
"Pc Portable Asus VivoBook 15 X1502VA / I5 13è Gén / 16 Go / Win11 / Bleu","1689.000","Asus","En stock","tunisianet","electronique","1205","4","1689.246","pc"
"Pc Portable HP 15-Fd0094nk / I5-1334U / 12 Go / 512 Go SSD / Bleu / WINDOWS 11 PRO","1689.000","HP","En stock","tunisianet","electronique","1206","4","1689.567","pc"
"Pc Portable HP 15-Fd0093nk / I5-1334U / 12 Go / 512 Go SSD / Windows 11 PRO /Gold","1689.000","HP","En stock","tunisianet","electronique","1207","1","1689.000","pc"
"Pc Portable Asus VivoBook 15 X1502VA / I5-13500H / 16 Go / Windows 11 / Silver","1689.000","Asus","En stock","tunisianet","electronique","1208","1","1689.710","pc"
"Pc Portable HP 15-Fd0094nk / I5-1334U / 16 Go / 512 Go SSD / Bleu","1693.000","HP","En stock","tunisianet","electronique","1209","5","1693.835","pc"
"Pc Portable HP 15-Fd0097nk / I5-1334U / 16 Go / 512 Go SSD / Noir","1693.000","HP","En stock","tunisianet","electronique","1210","1","1693.574","pc"
"PC PORTABLE HP15-FD0041NK / I5-1334U / 12G 512SSD / Windows 11/ Gold","1699.000","HP","En stock","tunisianet","electronique","1211","1","1699.882","pc"
"Pc Portable HP 15-Fd0093nk / I5-1334U / 16 Go / 512 Go SSD / Gold","1699.000","HP","En stock","tunisianet","electronique","1212","4","1699.290","pc"
"PC PORTABLE HP15-FD0041NK / I5-1334U / 8G 512SSD / Windows 11/ BLUE","1699.000","HP","En stock","tunisianet","electronique","1213","4","1699.000","pc"
"PC PORTABLE HP15-FD0041NK / I5-1334U / 12G 512SSD / Windows 11/ BLUE","1699.000","HP","En stock","tunisianet","electronique","1214","3","1699.000","pc"
"PC PORTABLE HP15-FD0042NK / I5-1334U / 8G 512SSD / Windows 11/ Silver","1699.000","HP","En stock","tunisianet","electronique","1215","4","1699.000","pc"
"PC PORTABLE HP15-FD0041NK / I5-1334U / 8G 512SSD / Windows 11/ Gold","1699.000","HP","En stock","tunisianet","electronique","1216","2","1699.369","pc"
"Pc Portable HP 15-Fd0095nk / I5-1334U / 16 Go / 512 Go SSD / Silver","1699.000","HP","En stock","tunisianet","electronique","1217","3","1699.246","pc"
"Pc Portable HP 15-Fd0094nk / I5-1334U / 24 Go / 512 Go SSD / Bleu","1699.000","HP","En stock","tunisianet","electronique","1218","2","1699.000","pc"
"PC PORTABLE HP15-FD0042NK / I5-1334U / 12G 512SSD / Windows 11/ Silver","1699.000","HP","En stock","tunisianet","electronique","1219","2","1699.439","pc"
"Pc Portable HP 15-Fd0097nk / I5-1334U / 8 Go / 512 Go SSD / Noir / Windows 11 Pro","1709.000","HP","En stock","tunisianet","electronique","1220","5","1709.000","pc"
"Pc Portable Dell Vostro 3530 / I5-1334U / 24 Go / 512 Go SSD / Noir","1709.000","Dell","En stock","tunisianet","electronique","1221","5","1709.000","pc"
"Pc Portable HP 15-Fd0267nk / I5-1334U / 32 Go / 256 Go SSD / Gris","1715.000","HP","En stock","tunisianet","electronique","1222","3","1715.000","pc"
"Pc Portable Dell Vostro 3530 / I5-1334U / 16 Go / 512 Go SSD / Windows 11 Pro / Noir","1719.000","Dell","En stock","tunisianet","electronique","1223","2","1719.000","pc"
"Pc Portable Asus VivoBook 15 X1502VA / I5 13è Gén / 24 Go / Win11 / Bleu","1729.000","Asus","En stock","tunisianet","electronique","1224","5","1729.000","pc"
"PC PORTABLE HP15-FD0042NK / I5-1334U / 16G 512SSD / Windows 11/ Silver","1739.000","HP","En stock","tunisianet","electronique","1225","5","1739.000","pc"
"Pc Portable HP 15-Fd0093nk / I5-1334U / 24 Go / 512 Go SSD / Gold","1739.000","HP","En stock","tunisianet","electronique","1226","5","1739.000","pc"
"Pc Portable HP 15-Fd0095nk / I5-1334U / 24 Go / 512 Go SSD / Silver","1739.000","HP","En stock","tunisianet","electronique","1227","3","1739.134","pc"
"Pc Portable HP 15-Fd0094nk / I5-1334U / 16 Go / 512 Go SSD / Windows 11 Pro / Bleu","1745.000","HP","En stock","tunisianet","electronique","1228","1","1745.122","pc"
"Pc Portable HP 15-Fd0095nk / I5-1334U / 16 Go / 512 Go SSD / Windows 11 Pro / Silver","1745.000","HP","En stock","tunisianet","electronique","1229","1","1745.215","pc"
"PC PORTABLE HP15-FD0041NK / I5-1334U / 16G 512SSD / Windows 11/ Gold","1749.000","HP","En stock","tunisianet","electronique","1230","2","1749.000","pc"
"Pc Portable HP 15-Fd0097nk / I5-1334U / 16 Go / 512 Go SSD / Noir / Windows 11 Pro","1753.000","HP","En stock","tunisianet","electronique","1231","4","1753.650","pc"
"Pc Portable Dell Vostro 3530 / I5-1334U / 24 Go / 512 Go SSD / Windows 11 Pro / Noir","1759.000","Dell","En stock","tunisianet","electronique","1232","4","1759.000","pc"
"Pc Portable Dell Vostro 3530 / I5-1334U / 32 Go / 512 Go SSD / Noir","1759.000","Dell","En stock","tunisianet","electronique","1233","3","1759.000","pc"
"Pc Portable HP 15-Fd0093nk / I5-1334U / 16 Go / 512 Go SSD / WINDOOWS 11 PRO / Gold","1759.000","HP","En stock","tunisianet","electronique","1234","2","1759.318","pc"
"PC Portable Lenovo IdeaPad Slim 3 15ABR8 / Ryzen 7 7730U / 8 Go / Windows 11 / Gris","1765.000","Lenovo","En stock","tunisianet","electronique","1235","2","1765.000","pc"
"Pc Portable Lenovo IdeaPad Slim 3 15ABR8 / Ryzen 7 7730U / 16 Go / 512 Go SSD / Gris Avec SACOCHE LENOVO Offerte","1769.000","Lenovo","En stock","tunisianet","electronique","1236","1","1769.000","pc"
"Pc Portable Asus VivoBook 15 X1502VA / I5-13500H / 24 Go / Windows 11 / Silver","1769.000","Asus","En stock","tunisianet","electronique","1237","3","1769.697","pc"
"Pc Portable HP 255 G10 / Ryzen 5 7530U / 4 Go / 512 Go SSD / Noir Avec Sacoche HP 15.6"" Offerte","1769.000","HP","en rupture","tunisianet","electronique","1238","2","1769.511","pc"
"PC PORTABLE HP15-FD0042NK / I5-1334U / 24G 512SSD / Windows 11/ Silver","1779.000","HP","En stock","tunisianet","electronique","1239","3","1779.000","pc"
"Pc Portable DELL Inspiron 3535 / Ryzen 7 7730U / 16 Go / 1 TO","1779.000","Dell","En stock","tunisianet","electronique","1240","2","1779.647","pc"
"Pc Portable HP 15-Fd0095nk / I5-1334U / 24 Go / 512 Go SSD / Windows 11 Pro / Silver","1785.000","HP","En stock","tunisianet","electronique","1241","2","1785.364","pc"
"Pc Portable HP 15-Fd0094nk / I5-1334U / 24 Go / 512 Go SSD / Windows 11 Pro / Bleu","1785.000","HP","En stock","tunisianet","electronique","1242","5","1785.000","pc"
"PC PORTABLE HP15-FD0041NK / I5-1334U / 16G 512SSD / Windows 11/ BLUE","1785.000","HP","En stock","tunisianet","electronique","1243","5","1785.158","pc"
"PC PORTABLE HP15-FD0041NK / I5-1334U / 24G 512SSD / Windows 11/ Gold","1788.000","HP","En stock","tunisianet","electronique","1244","5","1788.110","pc"
"Pc Portable HP 15-Fd0097nk / I5-1334U / 32 Go / 512 Go SSD / Noir","1789.000","HP","En stock","tunisianet","electronique","1245","2","1789.000","pc"
"Pc Portable HP 15-Fd0094nk / I5-1334U / 32 Go / 512 Go SSD / Bleu","1799.000","HP","En stock","tunisianet","electronique","1246","2","1799.000","pc"
"Pc Portable HP 15-Fd0093nk / I5-1334U / 24 Go / 512 Go SSD / WINDOOWS 11 PRO /Gold","1799.000","HP","En stock","tunisianet","electronique","1247","1","1799.754","pc"
"Pc Portable Dynabook SATTELITE PRO L50-J-10D / I5 11é Gén / 8 Go","1813.000","dynabook","en rupture","tunisianet","electronique","1248","2","1813.000","pc"
"Pc Portable Dynabook SATTELITE PRO L50-J-10Z / I5 11é Gén / 8 Go / Noir","1813.000","dynabook","en rupture","tunisianet","electronique","1249","3","1813.471","pc"
"Pc Portable Dell Vostro 3530 / I5-1334U / 32 Go / 512 Go SSD / Windows 11 Pro / Noir","1819.000","Dell","En stock","tunisianet","electronique","1250","3","1819.874","pc"
"PC PORTABLE HP15-FD0041NK / I5-1334U / 24G 512SSD / Windows 11/ BLUE","1825.000","HP","En stock","tunisianet","electronique","1251","5","1825.274","pc"
"Pc Portable DELL Inspiron 3535 / Ryzen 7 7730U / 24 Go / 1 TO","1829.000","Dell","En stock","tunisianet","electronique","1252","5","1829.444","pc"
"Pc Portable Lenovo IdeaPad Slim 3 15ABR8 / Ryzen 7 7730U / 16 Go / 512 Go SSD / Gris Avec SACOCHE LENOVO Offerte / Windows 11 Pro","1829.000","Lenovo","En stock","tunisianet","electronique","1253","3","1829.262","pc"
"Pc Portable DELL Vostro 3530 / I5-1335U / 8 Go / Noir","1835.000","Dell","En stock","tunisianet","electronique","1254","3","1835.000","pc"
"Pc Portable DELL Vostro 3530 / I5-1335U / 12 Go / Noir","1835.000","Dell","En stock","tunisianet","electronique","1255","4","1835.000","pc"
"Pc Portable DELL Inspiron 3535 / Ryzen 7 7730U / 16 Go / 1 TO / Windows 11 Pro","1839.000","Dell","En stock","tunisianet","electronique","1256","5","1839.000","pc"
"Pc Portable HP HP 250 G10 / I5-1334U / 8 Go / 512 Go SSD / Noir","1849.000","HP","en rupture","tunisianet","electronique","1257","2","1849.616","pc"
"Pc Portable HP 15-Fd0097nk / I5-1334U / 32 Go / 512 Go SSD / Noir / Windows 11 Pro","1849.000","HP","En stock","tunisianet","electronique","1258","3","1849.171","pc"
"Pc Portable HP 15-Fd0079nk / I5-1334U / MX570 2G / 12 Go / 512 Go SSD / Silver","1855.000","HP","En stock","tunisianet","electronique","1259","5","1855.000","pc"
"Pc Portable HP 15-Fd0080nk / I5-1334U / MX570 2G / 12 Go / 512 Go SSD / Noir","1855.000","HP","En stock","tunisianet","electronique","1260","5","1855.000","pc"
"Pc Portable HP 15-Fd0079nk / I5-1334U / MX570 2G / 8 Go / 512 Go SSD / Silver","1855.000","HP","En stock","tunisianet","electronique","1261","4","1855.000","pc"
"Pc Portable HP 15-Fd0080nk / I5-1334U / MX570 2G / 8 Go / 512 Go SSD / Noir","1855.000","HP","En stock","tunisianet","electronique","1262","5","1855.000","pc"
"Pc Portable HP 15-Fd0045nk / I5-1334U / MX570A 2G / 12 Go / Windows 11 / Gold","1859.000","HP","En stock","tunisianet","electronique","1263","4","1859.570","pc"
"Pc Portable HP 15-Fd0045nk / I5-1334U / MX570A 2G / 8 Go / Windows 11 / Gold","1859.000","HP","En stock","tunisianet","electronique","1264","3","1859.000","pc"
"Pc Portable HP 15-Fd0094nk / I5-1334U / 32 Go / 512 Go SSD / Bleu / Windows 11 Pro","1859.000","HP","En stock","tunisianet","electronique","1265","2","1859.897","pc"
"Pc Portable HP 15-Fd0045nk / I5-1334U / MX570A 2G / 8 Go / Windows 11 / Gold Avec Sacoche Offerte","1869.000","HP","En stock","tunisianet","electronique","1266","3","1869.000","pc"
"Pc Portable DELL Inspiron 3535 / Ryzen 7 7730U / 32 Go / 1 TO","1879.000","Dell","En stock","tunisianet","electronique","1267","3","1879.779","pc"
